text,labels
"I wrote...

and it has since turned out that all the mirror sites I looked at were 
fooled by a restructuring at the original site - zaphod.ncsa.uiuc.edu - 
and hence were in a mess. That and a pointer to 'imconv' should get
me started. Ta muchly.

Cheers
	Markus",graphics
"

It is silly to make this statement.  Fifteen minutes after the fire
started, the ""official word"" out of FBI  headquaters in DC was
that the DV's committed suicide.  It would seem logical that the
lantern story has more credibility.  You can't even to pretend to
know for sure what happened... although Clinton is doing just that.
",politics
"
: I have seen these numbers quoted before, and I have seen very specific
: refutation of them quoted as well.  If someone will be so kind as to
: email the relevant information, I will write a letter to the editor of
: the Co. Daily (which might get published) and send a copy to USN&WR as
: well.

Thanks to all who responded.  The letter has been written (making liberal
use of info provided by various net.folks) and handed to the paper.  I'll
post if it gets into the paper!

--Dan

--
  DoD #202 / loki@acca.nmsu.edu / liberty or death / taylordf@ucsu.colorado.edu 
                 Send me something even YOU can't read...
-----BEGIN PGP PUBLIC KEY BLOCK-----
Version: 2.1",politics
"Hitherto have ye asked nothing
	in my name:
	ask, and ye shall receive,
	that your joy may be full.",religion
"[Please, note the Newsgroups.]

Recent discussion about XV's problems were held in some newsgroup.
Here is some text users of XV might find interesting.
I have added more to text to this collection article, so read on, even
you so my articles a while ago.

I hope author of XV corrects those problems as best he can, so fine
program XV is that it is worth of improving.
(I have also minor ideas for 24bit XV, e-mail me for them.)

Any misundertanding of mine is understandable.


Juhana Kouhia


==clip==

[ ..deleted..]

Note that 'xv' saves only 8bit/rasterized images; that means that
the saved jpegs are just like jpeg-to-gif-to-jpeg quality.
Also, there's three kind of 8bit quantizers; your final image quality
depends on them too.
 
This were the situation when I read jpeg FAQ a while ago.
 
IMHO, it is design error of 'xv'; there should not be such confusing
errors in programs.
There's two errors:
  -xv allows the saving of 8bit/rasterized image as jpeg even the
   original is 24bit -- saving 8bit/rasterized image instead of
   original 24bit should be a special case
  -xv allows saving the 8bit/rasterized image made with any quantizer
   -- the main case should be that 'xv' quantizes the image with the
   best quantizer available before saving the image to a file; lousier
   quantizers should be just for viewing purposes (and a special cases
   in saving the image, if at all)
 
==clip==

==clip==

[ ..deleted..]

It is limit of *XV*, but not limit of design.
It is error in design.
It is error that 8bit/quantized/rasterized images are stored as jpegs;
jpeg is not designed to that.

As matter of fact, I'm sure when XV were designed 24bit displays were
known. It is not bad error to program a program for 8bit images only
at that time, but when 24bit image formats are included to program the
whole design should be changed to support 24bit images.
That were not done and now we have
 -the program violate jpeg design (and any 24bit image format)
 -the program has human interface errors.

Otherway is to drop saving images as jpegs or any 24bit format without
clearly saying that it is special case and not expected in normal use.

[ ..deleted.. ]

==clip==

Some new items follows.

==clip==

I have seen that XV quantizes the image sometimes poorly with -best24
option than with default option we have.
The reason surely is the quantizer used as -best24; it is (surprise)
the same than used in ppmquant.

If you remember, I have tested some quantizers. In that test I found
that rlequant (with default) is best, then comes djpeg, fbmquant, xv
(our default) in that order. In my test ppmquant suggeeded very poorly
-- it actually gave image with bad artifacts.

I don't know is ppmquant improved any, but I expect no.
So, use of XV's -best24 option is not very good idea.

I suggest that author of XV changes the quantizer to the one used in
rlequant -- I'm sure rle-people gives permission.
(Another could be one used in ImageMagick; I have not tested it, so I
can say nothing about it.)

==clip==

==clip==

Some minor bugs in human interface are:

Key pressings and cursor clicks goes to a buffer; Often it happens
that I make click errors or press keyboard when cursor is in the wrong
place. It is very annoying when you have waited image to come about
five minutes and then it is gone away immediately.
The buffer should be cleaned when the image is complete.

Also, good idea is to wait few seconds before activating keyboard
and mouse for XV after the image is completed.
Often it happens that image pops to the screen quickly, just when
I'm writing something with editor or such. Those key pressings
then go to XV and image has gone or something weird.

In the color editor, when I turn a color meter and release it, XV
updates the images. It is impossible to change all RGB values first
and then get the updated image. It is annoying wait image to be
updated when the setting are not ready yet.
I suggest of adding an 'apply' button to update the exchanges done.",graphics
"Please get a REAL life.

",space
"No it's not.  If you would have read my other post I was accurate.  Here's what

[material from another post]------------------------->  The other point that I
would like to make because I know it's true (looked this one up in the Illinois
                  this is for you Andy-----> ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
statutes before) is that it is illegal to carry a concealed weapon in Illinois.
^^^^^^^^ <------ Also for you Andy.

And then I went on to say:
There is no such thing as a CCW for us ordinary folk here.
[end of quoted material]

Of course I forgot to mention who ""us ordinary folk"" are so just for Andy I'm
going to go to the library tomorrow and photocopy the part of the Illinois
statutes with this information and post it.  Ordinary citizens CAN NOT get a
license to carry a concealed weapon.  There are very few people who can.  I
even asked my lawyer friend about this and he told me that only certain people
can get licenses for concealed carry.  He couldn't remember which people but he
knew for sure that regular citizens couldn't get that type of license.  He told
me to go check at the library for the statutes which I did.  I'll post that
info tomorrow night.  Until then.......",politics
"
Actually if 'a few minutes' translates into 6 hours, you have it
right.  BUT you (and I guess your single-source news agency CNN)
failed to mention the Davidians pouring kerosene all over and lighting it in plain
view.


Well, small-scale Jim Jones type suicide with fire instead of kool-aid.


Sorry, guy, you got it wrong.  ATF was pumping tear gas into the compound.
The Branch Davidians (going along with their apocolyptic faith) set their
own compound on fire killing all but 9 or so.  No children survived.


Self-slaughter, anyway.  I pity the children who were to young to be able
to make a conscious choice.


You are wrong.  Thank goodness.  I would suggest, however, that you take
a deep breath, and wait 30 minutes or so before posting.  Also make sure
your facts are correct before making your allegations(sp.).


You repeated wrong.  There were 9.


God help the Branch Davidians.


NO DON'T!!!!  THERE IS WAY TOO MUCH OF THIS CRAP BEING CROSSPOSTED ALL OVER
CREATION AS IT IS!!!!!!
",politics
"Hi Folks,

   Does anyone have a copy of Playmation they'd be willing to sell me.  I'd 
love to try it out, but not for the retail $$$.  If you have moved onto 
something bigger (3DS) or better (Imagine), I'd love to buy your table scraps.

   If noone is selling, can anyone recommend a place to buy Playmation 
mail-order for cheap?  

   Thanks in advance,

   Mark



-- ",graphics
"
After reading my local paper today, I found out that the Phillies
started the 1964 season at 10-2.  I am not as old as 1964, but I've
heard many talk about the serious choke job the Phillies did that
season. They were ahead of the Cardinals by 15 games that season in
mid-August.  They managed to lose a bunch from then on and the
Cardinals took the division.  15!!! games ahead and lost it.... I
hope this season is MUCH different.

",sport
"
 Any projectile traveling at or near typical bullet speeds is potentially
lethal.  Even blanks [which have no projectile] can cause death if the
muzzle is in close proximity to the victim.  I have heard of rubber or
plastic bullets being used effectively during riot situations [where the
intent is crowd control, rather than close range self defense]; i've also
seen reports of deaths caused by them [the British in Northern Ireland].
 Use of a firearm for self defense is appropriate and lawful only in the
gravest of situations; at that point, i consider deadly [lethal] force to 
be a proper reaction [and so does the law].  
 Furthermore, use of less effective [but still potentially lethal] force
has its own set of problems.  It may well take more applications of the
less effective force to stop the incident; this places all parties at some
risk; the victim because the attack has not stopped, and the assailent 
since the aggregate damage done by the multiple applications may well be
more deadly.
",politics
"From: ""Phil G. Fraering"" <pgf@srl03.cacs.usl.edu>

Right, the Profiting Caste is blessed by God, and may 
 freely blare its presence in the evening twilight ..
",space
":
:> As someone else has pointed out, why would the stove be in use on a warm day
:> in Texas. 
:
:Do YOU eat all your food cold?

Thank you for pointing out the obvious to people who so clearly missed it.
I can't stand it when people's first reaction is to defend the aggressor.

Mr. Tavares, you have a unique and thoughtful way of getting to the heart
of the matter, and I thank you for putting it to good use.

Mike Ruff

",politics
"930420

Do what thou wilt shall be the whole of the Law.
The word of Sin is Restriction.



Sorry, the San Jose based Rosicrucian order is called A.M.O.R.C, 
I don't remember for the time being what the A.M. stand for
but O.R.C is Ordo Rosae Crucis, in other words latin for
Order of the Rose Cross. 


Response:

Yes, very true.  The entire title is 'The Ancient and Mystical Order
 Rosae Crucis'.  They are located at 1342 Naglee Avenue, San Jose,
California, 95191-0001, USA.

They are considered different and largely unrelated by a number of
sources.  I've seen documentation which links them through the figure
of H. Spencer Lewis.  Lewis was apparently involved with Reuss, who
was the O.H.O. of Ordo Templi Orientis for many years.  Apparently it
is also true that Lewis had a charter to form an O.T.O. body and then
created A.M.O.R.C. (as a subsidiary?  an interesting question).


Kent:

Otherwise their headquarters in San Jose has a pretty decent
metaphysical bookstore, if any of you are interested in such books.
And my son loves to run around in their Egyptian museum.


Response:

Indeed, and diagonally across the street is another metaphysical
book store called 'Ram Metaphysical', wherein I've purchased some
wonderful works by Crowley and others.  Ram Metaphysical Books,
1749 Park Ave., San Jose, CA.  (408) 294-2651.


Invoke me under my stars.  Love is the law, love under will.

I am I!",religion
"Cheryl Marks writes

That depends.  Just how much older were they?
 
",sport
"
Jews won't agree with you, Malcolm.

Cheers,
Kent",religion
"
I hope I didn't award custody, Rich.  I purposely used ""handle"" in order to 
avoid doing so - i.e., that happens to be what religions do (of course there are
aberrations like ""scientific"" creationism).  I used ""best"" in part to indicate 
that science currently has a time of it with why and who, so these domains are
mostly ignored.  I also attempted to be brief, which no doubt confused the
matter.  As an aside, for science I should have written ""how and when"".  Nobody
seems to argue over what.


Seems to me that the answer would vary from individual to individual.  I'm not
trying to be evasive on this, but from a societal perspective, religion works.
On the other hand, sometimes it is abused and misused, and many suffer, which
you know.  But the net result seems positive, this from the anthropological
perspective on human affairs.  You might call me a neo-Fruedian insofar as I 
think the masses can't get along without religion.  Not that generally they are 
incapable; they just don't, and for myriad reasons, but the main one seems to 
be the promise of immortality.  Very seductive, that immortality.  Therefore 
it seems that theologians are better equipped than the others you mention for 
dispensing answers to ""who and why"".  I suggest that this holds regardless of 
the ""truth"" in their answers to who and why simply because people believe.  
In the end, spiritual beliefs are just as ""real"" as scientific facts and 
explanation (CAUTION TO SOME: DO NOT TAKE THIS OUT OF CONTEXT).  


No.  In fact, I don't think it is closed now, at least for some individuals. 
Isn't there a group of theoretical physicists who argue that matter was 
created from nothing in a Big Bang singularity?  This approach might 
presuppose an absence of who and why, except that it seems it could be argued 
that something had to be responsible for nothing?  Maybe that something doesn't
have to be supernatural, maybe just mechanistic.  But that's a tough one for
people today to grasp.  In any case, theory without empirical data is not 
explanation, but then your question does not require data.  In other words, 
I agree that theorizing (within scientific parameters) is just as scientific 
as explaining.  So the answer is, who and why are not closed to scientists, but 
I sense that science in these realms is currently very inadequate.  Data will 
be necessary for improvement, and that seems a long way off, if ever.  Pretty 
convoluted here; I hope I've made sense.  


I agree generally.  But I prefer to put it this way - the *questions* of how, 
when, who and why were not open to inquiry.  During the Enlightenment, 
reason was reponsible for questioning the theological answers to how and when, 
and not, for the most part, who and why.  Science was thus born out of the 
naturalists' curiosity, eventually carting away the how and when while largely 
leaving behind the who and why.  The ignorant, the selfish, the intolerant, and
the arrogant, of course, still claim authority in all four domains.



Much obliged.  Funny how facts tend to muddle things, isn't it?  Well, I am
sure there are plenty of ""scientific"" creationist ""rebuttals"" out there 
somewhere, even if they have to be created from nothing.

[just for the record, again, AMH = anatomically modern humans] 

Best regards :-),",religion
"
Replace ""Stephen"" with ""David Joslin,"" since you directed the same
    In t.r.m. Robert Weiss writes [a promise from Psalm 9:10]
    Gee, since you wouldn't be at all hypocritical, you must be really
    busy arguing against these out-of-context extracted translations!

As you may recall, you mailed me six mail messages quoting articles by
Robert Weiss, all sent within a few minutes of each other.  You added:
    Naturally, I await your arguments against this out-of-context
    translation.  But I shall not await holding my breath...
and
    Wonder when you get to sleep, disputing all these out-of-context
    extracted translations!
and other similar comments. 

Perhaps you could explain why you ever thought that I might have a
reason to read all of these articles you pulled off of t.r.m, much
less write responses to them?  



I am familiar with inductive logic.  Go ahead and give me the details
of the ""logic"" that led you to conclude, incorrectly, that I would
condone Robert Weiss taking verses out of context.  Your conclusion was
wrong, of course, since I agree that both you and Robert Weiss were
guity of taking verses out of context.  Nothing hypocritical about
that, is there?  

Since you reached a false conclusion, you made some mistake in your
""logic.""  The only question is where.  Did you think that it would
be hypocritical for me not to post a reply to Robert Weiss' articles?
Did you make the common creationist error of confusing a lack of
evidence for X with evidence for the lack of X?   Is your grasp of
inductive logic not quite as firm as you think? See if you can figure
out what your mistake was, and learn from it.",religion
"

Preliminary data regarding similar research into kangaroo overpopulation
in Australia do not in any way support the cost-effectiveness of this
approach.  It _may_ be cost-effective for deer--if you quietly overlook
the fact that the net cost to the state of deer hunting is _negative_
(i.e. a profit) because the (majority of) hunters pay for licences.
The cost comparisons are probably being done assuming that people have
to be employed to cull the animals, which is not in fact the case.
You figure people are going to pay for licences to implant contraceptive
pellets or spread baits?

There has been a fair bit of discussion about this here recently,
because the kangaroo population in the grounds of the Governor-
General's residence has now reached plague proportions.  Despite the
whines of the rampant animal-libbers, the most effective method of
controlling the population is still considered to be controlled
shooting.


Some people take satisfaction (IMHO, legitimate satisfaction) in eating
food that they have harvested themselves.  The pleasure derived from
hunting is the same as that you get from eating fruit and vegetables
grown in your own garden (and, in general, game meat is probably much 
freer of unpleasant chemicals than what you buy from the butcher or
the supermarket).


By ""cannot now be justified"" I guess you mean that you personally
don't see any justification.  Fine--but what makes your opinion
so important?


Certainly the last point is correct.  If politicians don't see any
votes for themselves in opposing stupid legislation or in developing
and supporting measures which might be effective in reducing the 
incidence of violent crime they won't do these things.",politics
"



Well put, Jim.  I am as concerned about the media's complicity in this
growing coverup.  Can you imagine the media outrage, the lawsuits, the
investigations that would emit if the government kept the media away from
any other story?  Particularly if a Republican administration had been
behind it.  What's going on here?

Let's look beyond the initial blunder and examine what happened next.
I'm a student of human phychology, particularly in the area of psy-ops
because I've found some of the techniques to be useful in business
negotiations.  That puts me firmly in the amateur ranks.  This AMATEUR
knows that the first thing to do when sizing up the opponent is to do a
psychological profile on him.  You can bet your ass the FBI had
professionally done profiles on Koresh.  Koresh's behavior was
emminently predictable.  It is typical of people who move away from
civilization to be willing to fight to the death to preserve their
isolation.  It would also be typical, given Koresh's religious
orientation, for such an individual to interpret a government assault as
the apocalypse.  Suicide is as an acceptable alternative to being
consumed in the apocalypse.

IMHO, the FBI knew all this and decided after 50 days of concentrated
psy-ops to initiate that apocalypse.  I believe they chose a course of
action designed specifically to push Koresh over the edge while publicly
appearing to be acting reasonably.  They KNEW that Koresh considered the
tanks to be the Chariots of Fire mentioned in the Book of Revelations.
They KNEW that sending tanks, oops, combat engineering vehicles,
obstensibly to perform ""gas insertions"" (love that NewSpeak) WOULD push
him over the edge.

Look at some supporting evidence.  Koresh's attorney mentioned on TV
earlier today (4/20) that one of Koresh's major concern was the biblical
role of the tanks stationed around the compound.  The FBI (through Reno
on Larry King last night and at the news conference this morning)
claimed to have listening devices in the compound.  If that was true
they KNEW their actions were driving him to the brink.  They KNEW they
were pushing the Davidians toward mass suicide.  Any rational and
reasonable agency NOT interested in killing those people would, at
the first sign of preparations for suicide, have pulled completely back and
would have gotten rid of all the armor.  Instead they continued with the
""gas insertion"" right up to the point where flames appeared.  The image
that will remain etched in my mind is that of the tank strutting back
and forth in front of the burning compound, gloating over the kill.

Let's step back and assess how this thing could have been ended without
bloodshed.  This technique would have required a law enforcement agency
interested in constitutionally enforcing the law and in the preservation
of life instead of achieving a military victory and of vengence.

The way to have nabbed Koresh was simply to have announced a pull back,
abandoned the assault, torn down the concertina wire and removed the
armor, maintained covert surveillance of the compound and then exploited
his ego to flush him out.  Exploiting his ego would have been simple.  A
simple invite or two from the tabloid talk shows to come on TV and tell
how he whipped the US government would have been something he could not
have resisted.  He could have then been nabbed when he left the
compound.  Simple, clean and safe but because it would have required the
FBI to execute a tactical retreat and would have deprived them of the
revenge they sought, it was totally out of the question.  Not without
all that testesterone floating around.  After all Jannet Reno had to
show the world how big her balls are.

Yesterday was a sad, sad day for the American system.  I am sick to my 
very soul.

John",politics
"


Right.  So who cares which PLAYER gets credited, as long as the TEAM
gets more runs?  If a player helps the TEAM get more R and RBI, but 
doesn't score them all himself, who cares?

Consider:

Player A: single.
Player B: grounder to short; reaches on the force at 2nd.
Player C: Double, B to 3rd.
Player D: Sac fly.

B gets a run, D gets an RBI.  Are you *sure* they helped the team
more than A and C?  Think hard, now.


As you wish.",sport
"
I've read estimates that Pol Pot killed somewhere in the neighborhood
of 2 million.

Drew ",politics
"
     Now doesn't this sound a lot like the ""colorful (or otherwise) story 
     from antiquity that somehow tries to (or does) explain natural pheno-
     mena""?  I think I hear what you're saying, but I'm not convinced that
     I know what you mean.  The possibility exists that what _looks_ like
     ""myth"" on the surface may be after all much more than ""just"" a story.
     
      

     * * * * * * * * * * * * * * * * * * * * *",religion
"Hi, can anyone direct me to map type gifs? 

I am interesting in cartography and would find
these gifs useful.

tia,
",graphics
"Are  complex  bio-medical  images  available  anywhere on the net for 
experimentation?  By complex I mean that every sampled data point has 
a magnitude and phase information both. ",graphics
"

I too would like a 3D graphics library!  How much do C libraries cost
anyway?  Can you get the tools used by, say, RenderMan, and can you get
them at a reasonable cost?

Sorry that I don't have any answers, just questions...",graphics
"
:>Does anybody in the Pittsburgh area know why Mike LaValliere was released?
:>Last year I kept saying that Slaught should get the bulk of the playing time,
:>that he was clearly the better player at this point, but Leyland insisted on
:>keeping a pretty strict platoon.  And now he is released?  That doesn't
:>make any sense to me.

Greg,

    The story goes like this:

       Spanky is too slow!  If he were quicker, he would still be here.
But with Slaught and Tom Prince, they didn't want to lose Prince in order
to bring up that 11th pitcher.  Slaught is about as good as Spanky and
Prince is coming along nicely!

      Don't feel too bad for him.  He's still gonna get theat $4,000,000
over the next two years -- he'll be able to do most of what he wants to
do.
",sport
"I had heard the rumors about LA, Cin, Hou, and SD all being
interested in Mark Davis, so it doesn't surprise me that a
team had to give up something and cash to actually get him.

Lynch ""MOB""",sport
"
And they deserve to be, if for no other reason than salvaging a little of the
honor of the NL West. The supposed strongest division in baseball lost 6 of 7
to the East yesterday, with only the Astros prevailing.
--------------------------------------------------------------------------------
           We will stretch no farm animal beyond its natural length

  paula@koufax.cv.hp.com   Paul Andresen  Hewlett-Packard  (503)-750-3511",sport
"**********************************************************************

		      2ND CALL FOR PRESENTATIONS
	
      NAVY SCIENTIFIC VISUALIZATION AND VIRTUAL REALITY SEMINAR

			Tuesday, June 22, 1993

	    Carderock Division, Naval Surface Warfare Center
	      (formerly the David Taylor Research Center)

			  Bethesda, Maryland

**********************************************************************

SPONSOR: NESS (Navy Engineering Software System) is sponsoring a 
one-day Navy Scientific Visualization and Virtual Reality Seminar.  
The purpose of the seminar is to present and exchange information for
Navy-related scientific visualization and virtual reality programs, 
research, developments, and applications.

PRESENTATIONS: Presentations are solicited on all aspects of 
Navy-related scientific visualization and virtual reality.  All 
current work, works-in-progress, and proposed work by Navy 
organizations will be considered.  Four types of presentations are 
available.

     1. Regular presentation: 20-30 minutes in length
     2. Short presentation: 10 minutes in length
     3. Video presentation: a stand-alone videotape (author need not 
	attend the seminar)
     4. Scientific visualization or virtual reality demonstration (BYOH)

Accepted presentations will not be published in any proceedings, 
however, viewgraphs and other materials will be reproduced for 
seminar attendees.

ABSTRACTS: Authors should submit a one page abstract and/or videotape to:

     Robert Lipman
     Naval Surface Warfare Center, Carderock Division
     Code 2042
     Bethesda, Maryland  20084-5000

     VOICE (301) 227-3618;  FAX (301) 227-5753  
     E-MAIL  lipman@oasys.dt.navy.mil

Authors should include the type of presentation, their affiliations, 
addresses, telephone and FAX numbers, and addresses.  Multi-author 
papers should designate one point of contact.

**********************************************************************
DEADLINES: The abstact submission deadline is April 30, 1993.  
Notification of acceptance will be sent by May 14, 1993.  
Materials for reproduction must be received by June 1, 1993.
**********************************************************************

For further information, contact Robert Lipman at the above address.

**********************************************************************

	  PLEASE DISTRIBUTE AS WIDELY AS POSSIBLE, THANKS.

**********************************************************************


Robert Lipman                     | Internet: lipman@oasys.dt.navy.mil
David Taylor Model Basin - CDNSWC |       or: lip@ocean.dt.navy.mil
Computational Signatures and      | Voicenet: (301) 227-3618
   Structures Group, Code 2042    | Factsnet: (301) 227-5753
Bethesda, Maryland  20084-5000    | Phishnet: stockings@long.legs",graphics
"Hi, 

	Is anyone into medical imaging?  I have a good ray tracing background,
and I'm interested in that field.  Could you point me to some sources?  Or
better yet, if you have any experience, do you want to talk about what's
going on or what you're working on?",graphics
"
Well, there are two approaches we can take here.  One is to ask you what this
objective morality is, assuming it's not a secret.

The other is to ask you what you think is wrong with relativism, so that we
can correct your misconceptions :-)
",religion
"

I don't think so at first,  but solid state offered  better reliabity,
id bet,  and any lower costs would be only after the processes really scaled up.",space
"
It helps to have some idea of the source of the distortion - or at least
a reasonable model of the class of distortion.  Below is a very short
description of the process which we use; if you have further questions,
feel free to poke me via e-mail.

================================================================
*ASSUME: locally smooth distortion

0) Compute the Delaunay Triangulation of your (x,y) points.  This
   defines the set of neighbors for each point.  If your data are
   not naturally convex, you may have very long edges on the convex hull.
   Consider deleting these edges.

1) Now, there are two goals:

    a) move the DistortedData(x,y) to the Reference(x,y)
    b) keep the Length(e) (as measured from the current (x,y)'s)
       as close as possible to the DigitizedLength(e) (as measured 
       using the digitized (x,y)'s).

2) For every point, compute a displacement based on a) and b).  For
   example:

    a) For (x,y) points for which you know the Reference(x,y), you
       can move alpha0*(Reference(x,y) - Current(x,y)).   This will
       slowly move the DistortedReference(x,y) towards the
       Reference(x,y). 
    b) For all other points, examine the current length of each edge.
       For each edge, compute a displacement which would make that edge
       the correct length (where ""correct"" is the DigitizedLength). 
       Take the vector sum of these edge displacements, and move the
       point alpha1*SumOfEdgeDisplacements.  This will keep the
       triangulated mesh consistent with your Digitized mesh.

3) Iterate 2) until you are happy (for example, no point moves very much).

alpha0 and alpha1 need to be determined by experimentation.   Consider
how much you believe the Reference(x,y) - i.e., do you absolutely insist
on the final points exactly matching the References, or do you want to
balance some error in matching the Reference against changes in length
of the edges.

WARNING: there are a couple of geometric invariants which must be
observed (essentially, you can't allow the convex hull to change, and
you can't allow triangles to ""fold over"" neighboring triangles.  Both of
these can be handled either by special case checks on the motion of
individual points, or by periodically re-triangulating the points (using 
the current positions - but still calculating DigitizedLength from the
original positions.  When we first did this, the triangulation time was
prohibitive, so we only did it once.  If I were motivated to try and
change code that has been working in production mode for 5 years, I
*might* go back and re-triangulate on every iteration.  If you have more
compute power than you know what to do with, you might consider having
every point interact with every other point....but first read up on
linear solutions to the n-body problem.

There are lots of papers in the last 10 years of SIGGRAPH proceedings on
springs, constraints,  and energy calculations which are relevant.  The
above method is described, in more or less detail in:

@inproceedings{Sloan86,
author=""Sloan, Jr., Kenneth R. and David Meyers and Christine A.~Curcio"",
title=""Reconstruction and Display of the Retina"",
booktitle=""Proceedings: Graphics Interface '86 Vision Interface '86"",
address=""Vancouver, Canada"",
pages=""385--389"",
month=""May"",
year=1986  }

@techreport{Curcio87b,
author=""Christine A.~Curcio and Kenneth R.~Sloan and David Meyers"",
title=""Computer Methods for Sampling, Reconstruction, Display, and
Analysis of Retinal Whole Mounts"",
number=""TR 87-12-03"",
institution=""Department of Computer Science, University of Washington"",
address=""Seattle, WA"",
month=""December"",
year=1987  }

@article{Curcio89,
author=""Christine A.~Curcio and Kenneth R.~Sloan and David Meyers"",
title=""Computer Methods for Sampling, Reconstruction, Display, and
Analysis of Retinal Whole Mounts"",
journal=""Vision Research"",
volume=29,
number=5,
pages=""529--540"",
year=1989  }
 
",graphics
"
Try xviewgl.
(filename xviewgl_v1.1.tar.Z on lots of bases)

- Ove",graphics
"


Not if you've scored four runs, you don't!  Why strain even the best pitching
staff?  Why not make it easier for them?  

In the 2-1 game, the best pitching staff in the world can't compensate
for a blown call, a bad hop, a gust of wind.  Winning close is the 
wrong way to win; both keeping opposing runs down AND scoring a lot 
yourself are insurance against the ""Shit happens"" aspect of baseball.

Not every great teamhas even *good* pitching.  The Big Red Machine of
the 70's was league-average in pitching.  But somehow, Rose-Morgan-Bench-
Perez-etc. managed to win 100 games more than once, peaking at 108.",sport
"

Is this a joke?  The legal way to serve a search warrant is to knock on
the door.  Tossing in a grenade to serve a search warrant violates the
US Constitution and is hence, illegal.  The BD complied with legal
search warrants in the past.  I do not understand why the BATF used an
illegal means to serve their search warrant last February.",politics
"I thought that under emergency conditions,  the STS  can
put down at any good size Airport.  IF it could take a C-5 or a
747, then it can take an orbiter.   You just need a VOR/TAC

I don't know if they need ILS.

pat",space
" 
While we're on the multipurpose subject, let's not forget Shea, which
was designed to accommodate both the Mets & Jets.  It was the first
stadium (I think) to have the box seats on rollers so they could be
oriented at right angles for baseball & in parallel for football.

Of course, with the Jets gone to Jersey (and a truly good football
stadium), the Mets are saddled with a multipurpose stadium where,
because it's circular, the seats are almost always too far from the
action.  The Mets announcers--Kiner & Murphy in particular--have
always hyped it as ""beautiful Shea
Stadium,"" a tipoff to how unbeautiful it truly is.",sport
"TEXT 45

                        trai-gunya-visaya veda
                        nistrai-gunyo bhavarjuna
                     nirdvandvo nitya-sattva-stho
                          niryoga-ksema atmavan
  
trai-gunya--pertaining to the three modes of material nature;
visayah--on the subject matter; vedah--Vedic literatures;
nistrai-gunyah--transcendental to the three modes of material nature;
bhava--be; arjuna--O Arjuna; nirdvandvah--without duality;
nitya-sattva-sthah--in a pure state of spiritual existence;
niryoga-ksemah--free from ideas of gain and protection;
atma-van--established in the self.
    
                              TRANSLATION

 The Vedas deal mainly with the subject of the three modes of material
nature. O Arjuna, become transcendental to these three modes. Be free
from all dualities and from all anxieties for gain and safety, and be
established in the self.
  
                                PURPORT

 All material activities involve actions and reactions in the three
modes of material nature. They are meant for fruitive results, which
cause bondage in the material world. The Vedas deal mostly with fruitive
activities to gradually elevate the general public from the field of
sense gratification to a position on the transcendental plane. Arjuna,
as a student and friend of Lord Krsna, is advised to raise himself to
the transcendental position of Vedanta philosophy where, in the
beginning, there is brahma-jijnasa, or questions on the supreme
transcendence. All the living entities who are in the material world are
struggling very hard for existence. For them the Lord, after creation of
the material world, gave the Vedic wisdom advising how to live and get
rid of the material entanglement. When the activities for sense
gratification, namely the karma-kanda chapter, are finished, then the
chance for spiritual realization is offered in the form of the
Upanisads, which are part of different Vedas, as the Bhagavad-gita is a
part of the fifth Veda, namely the Mahabharata. The Upanisads mark the
beginning of transcendental life.

 As long as the material body exists, there are actions and reactions in
the material modes. One has to learn tolerance in the face of dualities
such as happiness and distress, or cold and warmth, and by tolerating
such dualities become free from anxieties regarding gain and loss. This
transcendental position is achieved in full Krsna consciousness when one
is fully dependent on the good will of Krsna.

Bhagavad-Gita As It is
Books of A.C. Bhaktivedanta Swami


       ---------------------------------------------------------
      |                Don't forget to chant:                   |
      |                                                         |
      |  Hare Krishna Hare Krishna, Krishna Krishna Hare Hare   |
      |       Hare Rama Hare Rama, Rama Rama Hare Hare          |
      |                                                         |
      |    Kalki's Infoline BBS Aiken, South Carolina, USA      |
      |          (system@kalki33.lakes.trenton.sc.us)           |",religion
"
:>re: majority of users not readding from floppy.
:>Well, how about those of us who have 1400-picture CD-ROMS and would like to use
:>CVIEW because it is fast and it works well, but can't because the moron lacked
:>the foresight to create the temp file in the program's path, not the current
:>didrectory?


:  Actually the most flexible way to create temp files is to check for a TEMP or
: TMP environment variable and create the files on the drive and directory pointedto by the variable.  This is pretty much a standard for DOS, Windows and OS/2
: applications.

Unfortunately, cview does not pay attention to the temp environment variable.",graphics
"[...]

the


I guess that just means ""Everyone else"" was mistaken?

Jim
--
jmd@handheld.com",politics
